form_key,runtime_path,xml_path,exception,canonical_question_id,resolution
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_8_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther8DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:20714e275b4a397795146fa0ddfd46f4638862b8d3158d71c0f482eddf026d5e,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_9_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther9DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:ad8c7adac0db99b501073d23f83eb2ea3956238238ae5b799113c2fc281f37ca,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_trainee_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOtherTraineeCost,calculation_has_semantic_mapping,question-candidate:sha256:cea1288abb230003316a6b627a8035a0ddca7736e0e25798abf6dc06890d3bd5,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_publication_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativePublicationCosts,calculation_has_semantic_mapping,question-candidate:sha256:ff57fea54a888038bf939046ef8ad903db6c8b0df34a3cb56d60cded5acd3621,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_subaward_consortium_contractual_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeSubawardConsortiumContractualCosts,calculation_has_semantic_mapping,question-candidate:sha256:63c315653b02288ecec178192d68b40c8d26d431b36dded950ae7042185ff0a5,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_costs_fee,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalCostsFee,calculation_has_semantic_mapping,question-candidate:sha256:81bfcfd8c10c05cc88e1ed9a065a69fe65ec292553b04966b0df67991235c614,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_direct_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedDirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:b3b34945199c5d5b557070a6ee3d963ac1e7715488d1398b13172c27e788a862,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_direct_indirect_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedDirectIndirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:d200d87cfcc9c7139343d6089739c112a0fdce6f1c77c29e1ab640bb9b98a4d9,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_equipment,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedEquipment,calculation_has_semantic_mapping,question-candidate:sha256:dc77e373b21a01e5288085ec5676dbcc47479acd6e4dbb3a54bde0839d395577,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_indirect_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedIndirectCost,calculation_has_semantic_mapping,question-candidate:sha256:d79269fa16b4b1060f9cd400c3e47329e35b7e68cd6552092028f17d5f625ac0,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_other_direct_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedOtherDirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:c7f7c63fb0d39ac0b368ad77704b1fa93e429b12ef27e0df17838d74505113bf,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_other_personnel,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedOtherPersonnel,calculation_has_semantic_mapping,question-candidate:sha256:6e2e2e00a70449b52fc02bb343a3e6cd2246abbae38bdce46a163be24fdc4a41,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_personnel,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedPersonnel,calculation_has_semantic_mapping,question-candidate:sha256:b2d83eb7d2375ea5e4bca82d39e05b505216bdbc3010743e1f74c5770e9eb0db,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_senior_key_person,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedSeniorKeyPerson,calculation_has_semantic_mapping,question-candidate:sha256:95bbb27b470f5da5088d47a6132c649112b7e8272f86c58cd6959580173d529a,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_trainee_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedTraineeCosts,calculation_has_semantic_mapping,question-candidate:sha256:5fd32024dfb6eb872e4b38d3b63e479df9aaa8a7cf4975036a1cde2ee5567667,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_funds_requested_travel,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedTravel,calculation_has_semantic_mapping,question-candidate:sha256:be791ce7698c0e89ec38a0432a4d797270b479951b1e2c34b484a310a24be8b5,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_total_no_other_personnel,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalNoOtherPersonnel,calculation_has_semantic_mapping,question-candidate:sha256:bc4a943fc391c5a910747bcebd7b4d1dcb3958574cbbec9353f1ee45f990c7ba,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_trainee_stipends,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeStipends,calculation_has_semantic_mapping,question-candidate:sha256:ebbf95eeca198c1fdac2683f608c7eefc7dd90ed4150081947a286d71e4d5a09,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_trainee_subsistence,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeSubsistence,calculation_has_semantic_mapping,question-candidate:sha256:bd9e14051c7c362ab6544f6e6f1332fc8471eaffefd9202103a8093431a5b3fa,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_trainee_travel,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeTravel,calculation_has_semantic_mapping,question-candidate:sha256:9b6043e5d7c5798343059d577219faff5ec8b34c899ea1c9b6b61aaec546359f,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_trainee_tuition_fees_health_insurance,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeTuitionFeesHealthInsurance,calculation_has_semantic_mapping,question-candidate:sha256:269dc2b0f430ec70fb944d32035cce6bcfb7e1f084f3934b2d8082ce9d1fe7af,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_year[].indirect_costs.total_indirect_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetYear.IndirectCosts.TotalIndirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:3c71692a8cf1bd75068099e47f1abf3ccc377018783a4c463a76e71ce3dabde6,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_year[].participant_trainee_support_costs.total_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetYear.ParticipantTraineeSupportCosts.TotalCost,calculation_has_semantic_mapping,question-candidate:sha256:134fb5600008729c8be44d979b0f4182c1459006a7b870ccee83c3ccd267edcb,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_year[].total_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetYear.TotalCosts,calculation_has_semantic_mapping,question-candidate:sha256:739ddd6f6b2d9abb2727af1deef44d34b44ff7fdcdb05259d1374e68cc973e40,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_year[].total_costs_fee,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetYear.TotalCostsFee,calculation_has_semantic_mapping,question-candidate:sha256:5a4586810ad9a747354e19bebfd05df11a190bc939de60ee6c72a8f47edb0d48,excluded_from_question_denominator
RRSubawardBudget10_30,att_1,RR_SubawardBudget10_30_3_0.ATT1,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_10,RR_SubawardBudget10_30_3_0.ATT10,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_11,RR_SubawardBudget10_30_3_0.ATT11,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_12,RR_SubawardBudget10_30_3_0.ATT12,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_13,RR_SubawardBudget10_30_3_0.ATT13,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_14,RR_SubawardBudget10_30_3_0.ATT14,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_15,RR_SubawardBudget10_30_3_0.ATT15,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_16,RR_SubawardBudget10_30_3_0.ATT16,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_17,RR_SubawardBudget10_30_3_0.ATT17,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_18,RR_SubawardBudget10_30_3_0.ATT18,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_19,RR_SubawardBudget10_30_3_0.ATT19,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_2,RR_SubawardBudget10_30_3_0.ATT2,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_20,RR_SubawardBudget10_30_3_0.ATT20,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_21,RR_SubawardBudget10_30_3_0.ATT21,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_22,RR_SubawardBudget10_30_3_0.ATT22,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_23,RR_SubawardBudget10_30_3_0.ATT23,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_24,RR_SubawardBudget10_30_3_0.ATT24,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_25,RR_SubawardBudget10_30_3_0.ATT25,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_26,RR_SubawardBudget10_30_3_0.ATT26,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_27,RR_SubawardBudget10_30_3_0.ATT27,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_28,RR_SubawardBudget10_30_3_0.ATT28,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_29,RR_SubawardBudget10_30_3_0.ATT29,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_3,RR_SubawardBudget10_30_3_0.ATT3,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_30,RR_SubawardBudget10_30_3_0.ATT30,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_4,RR_SubawardBudget10_30_3_0.ATT4,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_5,RR_SubawardBudget10_30_3_0.ATT5,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_6,RR_SubawardBudget10_30_3_0.ATT6,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_7,RR_SubawardBudget10_30_3_0.ATT7,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_8,RR_SubawardBudget10_30_3_0.ATT8,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,att_9,RR_SubawardBudget10_30_3_0.ATT9,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].equipment.total_fund,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.Equipment.TotalFund,calculation_has_semantic_mapping,concept:budget:category:equipment,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].indirect_costs.total_indirect_costs,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.IndirectCosts.TotalIndirectCosts,calculation_has_semantic_mapping,concept:budget:category:indirect,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].key_persons.key_person[].funds_requested,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.KeyPersons.KeyPerson.FundsRequested,calculation_has_semantic_mapping,concept:budget:funds-requested,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].other_direct_costs.total_other_direct_cost,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.OtherDirectCosts.TotalOtherDirectCost,calculation_has_semantic_mapping,concept:budget:category:other,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].other_personnel.graduate_students.funds_requested,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.OtherPersonnel.GraduateStudents.FundsRequested,calculation_has_semantic_mapping,concept:budget:funds-requested,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].other_personnel.other[].funds_requested,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.OtherPersonnel.Other.FundsRequested,calculation_has_semantic_mapping,concept:budget:funds-requested,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].other_personnel.post_doc_associates.funds_requested,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.OtherPersonnel.PostDocAssociates.FundsRequested,calculation_has_semantic_mapping,concept:budget:funds-requested,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].other_personnel.secretarial_clerical.funds_requested,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.OtherPersonnel.SecretarialClerical.FundsRequested,calculation_has_semantic_mapping,concept:budget:funds-requested,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].other_personnel.undergraduate_students.funds_requested,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.OtherPersonnel.UndergraduateStudents.FundsRequested,calculation_has_semantic_mapping,concept:budget:funds-requested,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].total_compensation,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.TotalCompensation,calculation_has_semantic_mapping,concept:budget:category:personnel,excluded_from_question_denominator
RRSubawardBudget10_30,budget_attachments.rr_budget_10_3_0[].budget_year[].travel.total_travel_cost,RR_SubawardBudget10_30_3_0.BudgetAttachments.RR_Budget10_3_0.BudgetYear.Travel.TotalTravelCost,calculation_has_semantic_mapping,concept:budget:category:travel,excluded_from_question_denominator
RRSubawardBudget30,att_1,RR_SubawardBudget30_3_0.ATT1,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_10,RR_SubawardBudget30_3_0.ATT10,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_11,RR_SubawardBudget30_3_0.ATT11,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_12,RR_SubawardBudget30_3_0.ATT12,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_13,RR_SubawardBudget30_3_0.ATT13,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_14,RR_SubawardBudget30_3_0.ATT14,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_15,RR_SubawardBudget30_3_0.ATT15,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_16,RR_SubawardBudget30_3_0.ATT16,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_17,RR_SubawardBudget30_3_0.ATT17,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_18,RR_SubawardBudget30_3_0.ATT18,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_19,RR_SubawardBudget30_3_0.ATT19,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_2,RR_SubawardBudget30_3_0.ATT2,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_20,RR_SubawardBudget30_3_0.ATT20,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_21,RR_SubawardBudget30_3_0.ATT21,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_22,RR_SubawardBudget30_3_0.ATT22,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_23,RR_SubawardBudget30_3_0.ATT23,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_24,RR_SubawardBudget30_3_0.ATT24,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_25,RR_SubawardBudget30_3_0.ATT25,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_26,RR_SubawardBudget30_3_0.ATT26,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_27,RR_SubawardBudget30_3_0.ATT27,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_28,RR_SubawardBudget30_3_0.ATT28,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_29,RR_SubawardBudget30_3_0.ATT29,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_3,RR_SubawardBudget30_3_0.ATT3,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_30,RR_SubawardBudget30_3_0.ATT30,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_4,RR_SubawardBudget30_3_0.ATT4,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_5,RR_SubawardBudget30_3_0.ATT5,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_6,RR_SubawardBudget30_3_0.ATT6,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_7,RR_SubawardBudget30_3_0.ATT7,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_8,RR_SubawardBudget30_3_0.ATT8,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,att_9,RR_SubawardBudget30_3_0.ATT9,technical_field_has_semantic_mapping,concept:attachment:subaward-budget,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_adp_computer_services,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeADPComputerServices,calculation_has_semantic_mapping,concept:budget:research:cumulative:computer-services,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_alterations_and_renovations,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeAlterationsAndRenovations,calculation_has_semantic_mapping,concept:budget:research:cumulative:alterations-renovations,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_consultant_services,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeConsultantServices,calculation_has_semantic_mapping,concept:budget:research:cumulative:consultant-services,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_domestic_travel_costs,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeDomesticTravelCosts,calculation_has_semantic_mapping,concept:budget:research:cumulative:travel-domestic,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_equipment_facility_rental_fees,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeEquipmentFacilityRentalFees,calculation_has_semantic_mapping,concept:budget:research:cumulative:equipment-facility-rental,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_fee,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeFee,calculation_has_semantic_mapping,concept:budget:research:cumulative:fee,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_foreign_travel_costs,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeForeignTravelCosts,calculation_has_semantic_mapping,concept:budget:research:cumulative:travel-foreign,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_material_and_supplies,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeMaterialAndSupplies,calculation_has_semantic_mapping,concept:budget:research:cumulative:materials-supplies,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_noof_trainees,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeNoofTrainees,calculation_has_semantic_mapping,concept:budget:research:cumulative:trainee-count,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_other_10_direct_cost,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeOther10DirectCost,calculation_has_semantic_mapping,concept:budget:research:cumulative:other-direct-line-cost,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_other_1_direct_cost,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeOther1DirectCost,calculation_has_semantic_mapping,concept:budget:research:cumulative:other-direct-line-cost,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_other_2_direct_cost,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeOther2DirectCost,calculation_has_semantic_mapping,concept:budget:research:cumulative:other-direct-line-cost,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_other_3_direct_cost,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeOther3DirectCost,calculation_has_semantic_mapping,concept:budget:research:cumulative:other-direct-line-cost,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_other_4_direct_cost,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeOther4DirectCost,calculation_has_semantic_mapping,concept:budget:research:cumulative:other-direct-line-cost,excluded_from_question_denominator
RRSubawardBudget30,budget_attachments.rr_budget_3_0[].budget_summary.cumulative_other_5_direct_cost,RR_SubawardBudget30_3_0.BudgetAttachments.RR_Budget_3_0.BudgetSummary.CumulativeOther5DirectCost,calculation_has_semantic_mapping,concept:budget:research:cumulative:other-direct-line-cost,excluded_from_question_denominator
